Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
developer,c++ developer,entry level,3,"['git', 'node.js', 'go', 'c++', 'python']","louisville, ky3",nan,
business analyst,business analyst,mid-senior level,5,"['sharepoint', 'microsoft', 'excel', 'agile']","chicago, il55",nan,
software engineer,senior software engineer,associate,5,"['linux', 'linux', 'server', 'cloud computing', 'python']","sacramento, ca",nan,
developer,database developer,mid-senior level,3,"['powerbi', 'warehousing', 'powerbi', 'sql', 'server', 'database', 'devops', 'microsoft']","pennsylvania, united states40",nan,
financial planning analyst,financial planning analyst,mid-senior level,3,"['microsoft', 'sql', 'excel', 'tableau']","seattle, wa5",nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","morgantown, wv",nan,
data analyst,data analyst,associate,3,"['powerpoint', 'asp.net', 'sql', 'database', 'excel', 'microsoft', 'outlook', 'word']",united states,staffing & recruiting,"1,001-5,000 employees"
data warehouse engineer,data warehouse engineer,mid-senior level,5,"['powershell', 'etl', 'oracle', 'linux', 'cognos', 'sql', 'javascript', 'pl/sql', 'qlik', 'server', 'database', 'ssis']","new york, ny6",nan,
data engineer,senior data engineer,mid-senior level,6,"['keras', 'tensorflow', 'scala', 'agile', 'java', 'amazon web services', 'postgresql', 'sql', 'hadoop', 'machine learning', 'machine learning', 'spark', 'python']","seattle, wa6",nan,
developer,swift developer,mid-senior level,7,[],"minneapolis–saint paul, mn",nan,
software engineer,senior software engineer,associate,4,"['nodejs', 'github', 'php', 'spark', 'java', 'go', 'ruby', 'coding', 'python']","austin, tx",nan,
software engineer,senior software engineer,mid-senior level,6,"['java', 'c++', 'ruby', 'python', 'postgresql']","carpinteria, ca",nan,
software engineer,principal software engineer,mid-senior level,5,"['postgresql', 'redis', 'agile', 'javascript', 'saas', 'scrum', 'server', 'programming', 'cloud computing', 'ruby', 'graphql']","michigan, united states",nan,
software engineer,senior fullstack software engineer,mid-senior level,5,"['java', 'amazon web services', 'node.js', 'javascript', 'cloud computing', 'database', 'coding', 'no-sql']","draper, ut3",nan,
business intelligence analyst,business intelligence analyst,associate,3,"['powerbi', 'agile', 'powerbi', 'sql', 'kanban']",united states4,nan,
data scientist,data scientist,mid-senior level,7,[],"boise, id",nan,
software engineer,senior software engineer,mid-senior level,8,"['amazon web services', 'frontend', 'ios', 'machine learning', 'cloud computing', 'backend']",greater seattle area,computer software,11-50 employees
software engineer,software engineer,entry level,2,"['amazon web services', 'node.js', 'go', 'javascript', 'c++', 'coding', 'docker', 'no-sql']","colorado, united states",computer software,51-200 employees
software engineer,full-stack software engineer,associate,3,"['git', 'amazon web services', 'agile', 'frontend', 'cloud computing', 'database', 'postgresql']","south carolina, united states3",nan,
data engineer,senior data engineer,mid-senior level,9,"['cloud computing', 'microsoft azure', 'amazon web services']","hialeah, fl",nan,
credit analyst,credit analyst,associate,5,[],united states37,nan,
software engineer,senior software engineer,mid-senior level,6,"['nodejs', 'javascript']","los angeles, ca3",nan,
business analyst,"senior business analyst, telcodr",director,8,['spreadsheet'],"houston, tx27",nan,
software engineer,senior software engineer,mid-senior level,8,"['microsoft azure', 'scala', 'java', 'amazon web services', 'apache airflow', 'sql', 'hadoop', 'json', 'programming', 'spark', 'cloud computing', 'database', 'coding', 'python', 'amazon redshift']",united states5,nan,
sales engineer,sales engineer,entry level,1,"['artificial intelligence', 'sql', 'saas', 'machine learning', 'cloud computing', 'database']","atlanta, ga1",nan,
product manager,senior product manager,mid-senior level,6,"['saas', 'go']","seattle, wa18",nan,
software engineer,senior platform software engineer,associate,4,"['postgresql', 'artificial intelligence', 'frontend', 'python', 'coding', 'html', 'css', 'backend', 'mongodb']",buffalo-niagara falls area2,nan,
software engineer,senior software engineer,mid-senior level,3,"['cloud computing', 'database', 'go']",united states,nan,
data engineer,data engineer,entry level,1,"['powershell', 'powerbi', 'agile', 'powerbi', 'sql', 'server', 'microsoft', 'python', 'etl']","denver, co",nan,
software engineer,"software engineer, foundation platform",entry level,1,"['frontend', 'vuejs']","san francisco, ca",financial services,"501-1,000 employees"
ux researcher,ux researcher,mid-senior level,7,['excel'],"alexandria, va",nan,
ux researcher,lead ux researcher,mid-senior level,6,"['cloud computing', 'artificial intelligence', 'saas', 'agile']",greater orlando4,nan,
software engineer,software engineer,associate,4,"['mysql', 'php', 'agile', 'sql', 'go', 'bash', 'linux', 'cloud computing', 'docker']","home, wa2",nan,
developer,data science developer,mid-senior level,9,"['mysql', 'jira software', 'saas', 'machine learning', 'programming', 'backend']",united states1,nan,
data engineer,data engineer,mid-senior level,6,"['sql', 'etl', 'tableau']","new york, ny4",nan,
business intelligence analyst,senior business intelligence analyst,associate,4,"['looker', 'sql', 'qlik', 'tableau', 'snowflake', 'excel', 'amazon redshift']","boise, id2",nan,
marketing analyst,marketing analyst,associate,4,"['looker', 'sql', 'nlp', 'machine learning', 'tableau', 'excel', 'python', 'r']","portland, or",nan,
data scientist,data scientist-remote,mid-senior level,2,"['artificial intelligence', 'sql', 'machine learning', 'programming', 'python', 'r']","charlotte, nc28",nan,
business analyst,senior salesforce business analyst,mid-senior level,8,"['jira software', 'agile', 'saas', 'scrum', 'cloud computing', 'etl']",united states6,nan,
software engineer,software engineer,associate,3,"['php', 'agile', 'amazon web services', 'go', 'cloud computing', 'docker', 'google cloud platform', 'python', 'ruby']","free home, ga2",nan,
developer,guidewire pc config developer,mid-senior level,4,['xml'],"madison, wi3",nan,
software engineer,software engineer,entry level,3,"['java', 'go', 'c++', 'saas', 'programming', 'cloud computing', 'database']","salt lake city, ut2",nan,
software engineer,"senior software engineer, java (remote",associate,5,"['docker', 'git', 'java', 'artificial intelligence', 'apache http server', 'machine learning', 'machine learning', 'spark', 'devops', 'backend', 'python', 'etl']","raleigh, nc",computer software,201-500 employees
software engineer,software engineer,mid-senior level,4,"['java', 'amazon web services', 'go', 'kotlin', 'rust']","new york, ny",information technology & services,11-50 employees
product manager,"principal product manager, dependability",associate,3,"['machine learning', 'go']","san francisco, ca10",nan,
senior analyst,hris analyst/senior analyst,associate,4,"['microsoft', 'powerbi', 'powerbi']","houston, tx10",nan,
data engineer,data engineer,entry level,2,"['warehousing', 'postgresql', 'amazon web services', 'sql', 'saas', 'bigquery', 'database', 'snowflake', 'python', 'amazon redshift']","salt lake city, ut7",nan,
software engineer,software engineer,associate,3,"['vuejs', 'agile', 'amazon web services', 'javascript', 'scrum', 'linux', 'cloud computing', 'backend', 'google cloud platform', 'ruby']","worcester, ma1",nan,
product manager,google or adobe analytics product manager,mid-senior level,4,"['gdpr', 'tableau']","buffalo, ny1",nan,
software engineer,unity software engineer,mid-senior level,8,[],united states,staffing & recruiting,201-500 employees
data scientist,data scientist,mid-senior level,6,[],"scottsdale, az1",nan,
software engineer,full stack software engineer,associate,4,"['amazon web services', 'sql', 'javascript', 'programming', 'database', 'docker', 'python']","minneapolis, mn6",nan,
software development engineer,software development engineer 2,entry level,2,"['xml', 'agile', 'asp.net', 'sql', 'saas', 'scrum', 'server', 'programming', 'backend', 'microsoft']","san diego, ca2",nan,
software engineer,senior software engineer,associate,4,"['microsoft azure', 'amazon web services', 'go', 'cloud computing', 'microsoft', 'google cloud platform', 'ci-cd']","boston, ma1",nan,
software engineer,open source software engineer,entry level,2,"['coding', 'php', 'go']","baltimore, md",nan,
business analyst,business analyst,mid-senior level,9,"['oracle', 'microsoft']","nashville, tn19",nan,
senior analyst,senior analyst; demand planning,associate,4,[],"troy, oh19",nan,
software engineer,embedded software engineer,mid-senior level,5,"['linux', 'programming', 'c++', 'git']",united states,staffing & recruiting,"1,001-5,000 employees"
business analyst,business analyst,mid-senior level,5,"['devops', 'microsoft', 'microsoft azure']","colorado, united states40",nan,
data analyst,data analyst,entry level,2,"['database', 'microsoft', 'excel']","menlo park, ca55",nan,
product owner,ba consultant product owner,associate,6,"['sql', 'go', 'agile']","eden prairie, mn",hospital & health care,"10,001+ employees"
devops engineer,senior cloud infrastructure/devops engineer,mid-senior level,6,"['microsoft azure', 'java', 'amazon web services', 'sql', 'c++', 'javascript', 'saas', 'machine learning', 'cloud computing', 'docker', 'google cloud platform', 'python']","pittsburgh, pa",nan,
product analyst,product analyst fellow,associate,4,"['powerbi', 'sql', 'pandas', 'python']",united states8,nan,
data engineer,senior data engineer bi/etl,mid-senior level,7,"['mysql', 'amazon web services', 'sql', 'saas', 'scrum', 'machine learning', 'python', 'ci-cd', 'server', 'cloud computing', 'microsoft', 'amazon redshift', 'mssql', 'programming', 'coding', 'etl', 'agile', 'oracle', 'powerbi', 'database', 'no-sql']",united states8,nan,
product manager,product manager,mid-senior level,4,"['cloud computing', 'machine learning', 'nlp', 'oracle']",united states14,nan,
data engineer,cloud data engineer,mid-senior level,7,"['microstrategy', 'amazon web services', 'pandas', 'sql', 'python', 'machine learning', 'machine learning', 'tableau', 'snowflake', 'scikit-learn', 'amazon redshift']",united states3,nan,
software engineer,software engineer,entry level,1,"['devops', 'agile', 'c++', 'go', 'linux', 'linux', 'programming', 'cloud computing', 'docker', 'mongodb']","boise, id",nan,
developer,xamarin developer,entry level,2,['iot'],"atlanta, ga",nan,
data architect,data architect,mid-senior level,7,"['powerbi', 'powerbi', 'sql', 'server', 'tableau', 'database', 'snowflake', 'etl']",new york city metropolitan area18,nan,
business analyst,senior business analyst,mid-senior level,4,"['cloud computing', 'excel', 'agile']","boston, ma2",nan,
software engineer,software engineer,entry level,3,"['java', 'go', 'c++', 'saas', 'programming', 'cloud computing', 'database']","miami, fl1",nan,
solutions engineer,junior solutions engineer,associate,2,"['amazon web services', 'sql', 'javascript', 'coding', 'python', 'graphql']","morrisville, nc7",nan,
software engineer,java software engineer,entry level,3,"['mysql', 'spark', 'agile', 'oracle', 'java', 'artificial intelligence', 'go', 'programming', 'cloud computing', 'database', 'mongodb', 'r', 'no-sql']","austin, tx2",nan,
data scientist,data scientist,entry level,2,"['sql', 'machine learning', 'programming', 'devops', 'python', 'r']","cambridge, ma9",nan,
data engineer,senior data engineer,associate,4,"['warehousing', 'oracle', 'amazon web services', 'powerbi', 'linux', 'sql', 'python', 'etl']",united states2,nan,
ux researcher,ux researcher,mid-senior level,8,[],"oakland, ca2",nan,
data engineer,senior data engineer,mid-senior level,7,"['microsoft azure', 'scala', 'java', 'amazon web services', 'hadoop', 'spark', 'cloud computing', 'coding', 'no-sql']",united states,nan,
software developer,software developer,mid-senior level,4,"['backend', 'agile', 'sql', 'javascript', 'server', 'microsoft']",united states18,nan,
data science engineer,data science engineer,mid-senior level,4,"['powerbi', 'looker', 'sql', 'machine learning', 'programming', 'tableau', 'cloud computing', 'python', 'r']","oregon, united states4",nan,
business analyst,business analyst,mid-senior level,8,"['macros', 'excel']",united states123,nan,
software development engineer,"senior software development engineer, integrations",mid-senior level,6,"['mysql', 'redis', 'agile', 'amazon web services', 'go', 'coding', 'cloud computing', 'docker', 'google cloud platform', 'python', 'ruby', 'graphql']",united states1,nan,
software engineer,"software engineer, carriers",mid-senior level,8,"['ruby', 'backend', 'python']","new jersey, united states",nan,
user experience researcher,user experience researcher,mid-senior level,4,[],united states,staffing & recruiting,"1,001-5,000 employees"
software engineer,software engineer,associate,6,"['vuejs', 'agile', 'amazon web services', 'javascript', 'scrum', 'linux', 'cloud computing', 'backend', 'google cloud platform', 'ruby']","home, ks",nan,
software engineer,senior software engineer,associate,5,"['postgresql', 'devops', 'mysql', 'java', 'frontend', 'javascript', 'backend', 'graphql']","new york, ny",nan,
senior analyst,"emfi, data courier senior analyst",associate,5,"['powerpoint', 'linux', 'go', 'microsoft visio', 'sharepoint', 'database', 'excel']","franklin, tn1",nan,
software engineer,principal software engineer,mid-senior level,4,"['microsoft azure', 'java', 'css', 'javascript', 'scrum', 'apache http server', 'html', 'server', 'programming', 'cloud computing']","georgia, united states1",nan,
software engineer,lead software engineer,mid-senior level,2,"['devops', 'agile', 'java', 'hadoop', 'spark', 'cloud computing', 'docker', 'backend']","cincinnati, oh",nan,
business analyst,client services business analyst,associate,3,['microsoft'],"new york, ny34",nan,
software developer,software developer,mid-senior level,4,"['xml', 'git', 'java', 'go', 'json', 'linux', 'apache http server']","massachusetts, united states4",nan,
business analyst,"senior business analyst, telcodr",director,8,['spreadsheet'],"boston, ma2",nan,
software engineer,software engineer,entry level,4,"['agile', 'java', 'backend', 'saas', 'scrum', 'programming', 'spark', 'cloud computing', 'database', 'docker', 'postgresql']","washington, dc27",nan,
software engineer,senior software engineer,mid-senior level,5,"['devops', 'github', 'bitbucket', 'git', 'java', 'amazon web services', 'sql', 'node.js', 'gitlab', 'scrum', 'selenium', 'server', 'cloud computing', 'docker', 'backend', 'python', 'ci-cd', 'no-sql']",little rock metropolitan area,nan,
software engineer,"senior software engineer, automation platform",associate,4,"['spark', 'artificial intelligence', 'machine learning', 'python', 'etl']",united states3,nan,
data engineer,data engineer ii,mid-senior level,8,"['microsoft azure', 'agile', 'oracle', 'java', 'sql', 'hadoop', 'ssrs', 'database', 'devops', 'microsoft', 'python', 'r', 'etl']","lansing, mi5",nan,
software engineer,software engineer,mid-senior level,7,"['rust', 'sql', 'docker', 'c++']","illinois, united states1",nan,
data engineer,data engineer,entry level,1,"['postgresql', 'amazon web services', 'sql', 'database', 'python']","hillsboro, or5",nan,
data analyst,data analyst,entry level,0,"['sql', 'sas', 'tableau', 'database', 'python', 'r']","minnetonka, mn5",nan,
software engineer,back end software engineer,mid-senior level,5,"['no-sql', 'agile', 'java', 'amazon web services', 'kotlin', 'cloud computing', 'backend', 'no-sql']","minneapolis, mn18",nan,
software engineer,software engineer,entry level,1,"['java', 'amazon web services', 'c++', 'javascript']","dallas, tx1",nan,
software engineer,cloud software engineer,mid-senior level,6,"['microsoft azure', 'agile', 'amazon web services', 'cloud computing', 'devops', 'ci-cd']",united states2,nan,
developer,solidity developer,mid-senior level,5,"['kanban', 'scrum', 'backend', 'agile']","san francisco, ca2",nan,
data engineer,senior data engineer,mid-senior level,12,"['warehousing', 'amazon web services', 'cloud computing', 'snowflake', 'python']","colorado, united states",information technology & services,51-200 employees
data engineer,senior data engineer,mid-senior level,3,"['cloud computing', 'microsoft azure', 'amazon web services']","wilmington, de",nan,
business analyst,business analyst,mid-senior level,4,[],"indiana, united states",information technology & services,201-500 employees
business intelligence analyst,principal business intelligence analyst (sales,associate,2,"['powerbi', 'alteryx', 'tableau']","texas, united states1",nan,
software engineer,senior software engineer,associate,5,"['devops', 'apache airflow', 'apache http server', 'postgresql']",united states3,nan,
data scientist,senior data scientist,associate,5,"['pytorch', 'amazon web services', 'machine learning', 'programming', 'cloud computing', 'snowflake', 'python', 'r']","tampa, fl",nan,
systems analyst,senior it business systems analyst,associate,4,"['sql', 'excel']","los angeles, ca6",nan,
software engineer,space principal software engineer,associate,5,"['github', 'agile', 'java', 'apache http server', 'cloud computing', 'docker', 'no-sql']","baltimore, md",nan,
senior analyst,"senior analyst, data",associate,5,"['nuix', 'microsoft', 'sql']","maryland, united states3",nan,
data analyst,senior data analyst,mid-senior level,7,"['mysql', 'warehousing', 'microsoft azure', 'scala', 'agile', 'oracle', 'sql', 'scrum', 'server', 'programming', 'spark', 'cloud computing', 'database', 'devops', 'etl']",united states10,nan,
data analyst,healthcare data analyst,associate,4,"['sql', 'programming', 'python', 'r']",united states31,nan,
data scientist,senior data scientist -- clinical outcomes,mid-senior level,6,"['powershell', 'pyspark', 'spark', 'sql', 'linux', 'machine learning', 'cloud computing', 'database', 'python']","seattle, wa7",nan,
data scientist,data scientist,mid-senior level,3,"['apache airflow', 'sql', 'hadoop', 'tableau', 'python', 'r']","california, united states4",nan,
software engineer,software engineer,mid-senior level,8,"['cloud computing', 'datalake', 'java', 'amazon web services', 'agile', 'iot']","milpitas, ca9",nan,
ux researcher,ux researcher,mid-senior level,5,['excel'],"cary, nc",nan,
data scientist,data scientist,mid-senior level,5,[],"garland, tx1",nan,
data scientist,principal data scientist,mid-senior level,6,"['agile', 'amazon web services', 'sql', 'linux', 'programming', 'matlab', 'python']",san francisco bay area10,nan,
data analyst,"senior data analyst, firm analytics",mid-senior level,3,"['macros', 'xml', 'vba', 'oracle', 'sql', 'hadoop', 'sas', 'tableau', 'database', 'microsoft', 'spss', 'excel', 'r', 'no-sql']","dallas, tx6",nan,
software engineer,senior software engineer,associate,5,"['agile', 'amazon web services', 'backend', 'css', 'sql', 'go', 'javascript', 'coding', 'programming', 'ruby', 'mongodb', 'postgresql']",united states,nan,
software engineer,senior software engineer,mid-senior level,4,"['microsoft azure', 'docker', 'java', 'artificial intelligence', 'apache airflow', 'sql', 'nlp', 'mlops', 'machine learning', 'bigquery', 'cloud computing', 'coding', 'google cloud platform', 'python']","california, united states",nan,
software engineer,software engineer,mid-senior level,6,['frontend'],"los angeles, ca2",nan,
data analyst,senior data analyst,mid-senior level,7,"['scala', 'java', 'powerbi', 'sql', 'go', 'javascript', 'programming', 'tableau', 'database', 'python']","california, united states2",nan,
software engineer,"software engineer, integrations",entry level,1,"['java', 'javascript']","dallas, tx72",nan,
software engineer,senior software engineer,associate,4,['backend'],"austin, tx",nan,
data architect,senior data modeler/ data architect,mid-senior level,7,"['etl', 'sql', 'datalake', 'ibm']","burlington, vt1",nan,
business analyst,business analyst,mid-senior level,6,['excel'],"utah, united states1",nan,
data analyst,"data analyst, customer success and strategy operations",entry level,1,"['jira software', 'git', 'sql', 'saas', 'cloud computing', 'database', 'backend', 'snowflake', 'python', 'etl']",united states89,nan,
software engineer,software engineer,mid-senior level,3,"['mysql', 'agile', 'java', 'no-sql', 'sql', 'javascript', 'cloud computing', 'database', 'mongodb', 'postgresql']","illinois, united states",nan,
software engineer,remote embedded software engineer,associate,4,"['git', 'c++', 'go', 'linux', 'rust', 'iot', 'swift']","portland, or1",nan,
senior analyst,"senior analyst, marketing investment performance",associate,2,"['looker', 'powerbi', 'sql', 'saas', 'tableau']","raleigh, nc",nan,
data scientist,data scientist,entry level,1,"['microsoft azure', 'amazon web services', 'sql', 'snowflake', 'sas', 'matlab', 'machine learning', 'programming', 'cloud computing', 'google cloud platform', 'python', 'r']",united states2,nan,
software engineer,frontend software engineer,entry level,2,"['slack', 'github', 'spark', 'agile', 'git', 'frontend', 'javascript', 'html', 'programming', 'css', 'database', 'backend']","san francisco, ca14",nan,
business analyst,business analyst,mid-senior level,2,"['microsoft visio', 'excel', 'agile']","santa ana, ca3",nan,
data engineer,data engineer,mid-senior level,1,"['no-sql', 'mysql', 'warehousing', 'amazon web services', 'pandas', 'sql', 'numpy', 'programming', 'database', 'snowflake', 'python', 'amazon redshift', 'etl']","milwaukee, wi",nan,
developer,swift developer,mid-senior level,7,[],"kent, wa",nan,
software engineer,senior software engineer,associate,4,"['java', 'amazon web services', 'go', 'kotlin', 'saas', 'coding', 'apache http server', 'cloud computing', 'backend', 'postgresql']","providence, ri",nan,
software engineer,"staff software engineer, backend",mid-senior level,6,[],"miami, fl",nan,
data engineer,sr data engineer augmented intelligence,associate,2,"['artificial intelligence', 'powerbi', 'sap', 'sql', 'server', 'machine learning', 'machine learning', 'database', 'coding', 'google cloud platform', 'ci-cd']","ohio, united states",nan,
software engineer,full stack software engineer,associate,3,"['cloud computing', 'node.js', 'python', 'javascript']","portland, oregon metropolitan area44",nan,
data engineer,data engineer,entry level,2,"['microsoft azure', 'pyspark', 'scala', 'oracle', 'java', 'artificial intelligence', 'sql', 'spark', 'apache http server', 'server', 'programming', 'machine learning', 'cloud computing', 'python', 'r', 'no-sql']",united states5,nan,
data engineer,aws data engineer,mid-senior level,7,"['pyspark', 'datalake', 'etl', 'amazon web services', 'no-sql', 'sql', 'hadoop', 'data_lakes', 'machine learning', 'spark', 'cloud computing', 'devops', 'python', 'amazon redshift', 'iot']","tampa, fl",information technology & services,51-200 employees
software developer,software developer ii,mid-senior level,8,"['agile', 'microsoft', 'visual basic', 'asp.net', 'sql', 'coding', 'machine learning', 'programming', 'docker', 'backend']","irvine, ca",retail,"1,001-5,000 employees"
data analyst,program analyst /data analyst- remote based,entry level,4,"['powerpoint', 'excel', 'microsoft visio', 'word']","jefferson, ny",nan,
software engineer,software engineer,mid-senior level,2,"['xml', 'php', 'java', 'sql', 'javascript', 'perl', 'json', 'coding']","orlando, fl4",nan,
software engineer,senior software engineer,mid-senior level,6,"['amazon web services', 'artificial intelligence', 'sql', 'node.js', 'javascript', 'apache http server', 'machine learning', 'cloud computing', 'backend', 'vuejs', 'postgresql']","new york, ny1",nan,
business intelligence analyst,business intelligence analyst iii,associate,3,"['sql', 'sas', 'programming', 'tableau', 'cloud computing', 'database']",united states18,nan,
software engineer,software engineer,entry level,2,"['git', 'agile', 'java', 'linux', 'docker', 'python']","indianapolis, in",nan,
product manager,product manager,entry level,3,"['saas', 'ai/ml', 'artificial intelligence', 'sql']","mountain view, ca57",nan,
product manager,"staff product manager, discovery",associate,5,['sql'],united states3,nan,
data analyst,lead data analyst/scientist,associate,4,"['sql', 'saas', 'tableau', 'database', 'snowflake', 'python', 'r']","new york, ny1",nan,
software engineer,software engineer,mid-senior level,6,"['java', 'sql', 'server', 'cloud computing', 'database', 'backend', 'python', 'graphql']","austin, texas metropolitan area2",nan,
software engineer,software engineer,associate,4,"['spark', 'amazon web services', 'saas', 'ruby', 'docker']","austin, tx4",nan,
data scientist,data scientist,entry level,1,"['machine learning', 'spark', 'cloud computing', 'coding', 'python', 'r']",united states1,nan,
data analyst,data analyst,mid-senior level,4,"['database', 'etl']","houston, tx36",nan,
software engineer,software engineer in back end,mid-senior level,4,"['docker', 'amazon web services', 'javascript', 'coding', 'linux', 'database', 'backend', 'python', 'postgresql']",united states9,nan,
data analyst,associate data analyst,associate,4,[],"minnesota, united states22",nan,
software engineer,remote software engineer,associate,3,['ios'],"scottsdale, az3",nan,
data engineer,data engineer,mid-senior level,3,"['microsoft azure', 'amazon web services', 'sql', 'machine learning', 'spark', 'cloud computing', 'database', 'docker', 'google cloud platform', 'python', 'amazon redshift', 'etl']","san francisco, ca33",nan,
software engineer,software engineer,entry level,2,"['github', 'agile', 'git', 'amazon web services', 'artificial intelligence', 'sql', 'snowflake', 'gitlab', 'scrum', 'server', 'bigquery', 'ruby', 'docker', 'google cloud platform', 'python']","san francisco, ca3",nan,
software engineer,"software engineering manager, saas platform",mid-senior level,5,"['saas', 'devops', 'backend', 'agile']",united states6,nan,
business analyst,utilities business analyst,associate,4,['excel'],"teaneck, nj3",nan,
research analyst,senior marketing research analyst,mid-senior level,6,"['powerpoint', 'programming', 'excel', 'word', 'spss']","houston, tx1",nan,
data engineer,data engineer,mid-senior level,7,"['no-sql', 'mysql', 'warehousing', 'amazon web services', 'pandas', 'sql', 'numpy', 'programming', 'database', 'snowflake', 'python', 'amazon redshift', 'etl']","stanford, ca",nan,
software development engineer,"senior staff software development engineer in test, data security",mid-senior level,0,"['linux', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","san antonio, tx1",nan,
developer,"salesforce developer, aurea software",mid-senior level,1,"['amazon web services', 'tableau']","new york, united states6",nan,
software engineer,full-stack software engineer,entry level,2,"['backend', 'selenium', 'server']","san francisco, ca29",nan,
business analyst,aem lead business analyst/scrum master,associate,4,"['scrum', 'agile']","irvine, ca",nan,
software engineer,support software engineer,mid-senior level,3,"['redis', 'postgresql', 'amazon web services', 'saas', 'ruby']","medford, ma",nan,
business analyst,senior business analyst,associate,5,"['powerbi', 'powerpoint', 'sql', 'server', 'microsoft', 'excel']","colorado springs, co7",nan,
developer,oracle fusion hcm technical developer,entry level,3,"['oracle', 'powerbi', 'programming', 'cloud computing']",united states,internet,"1,001-5,000 employees"
systems analyst,business systems analyst,associate,4,"['powerbi', 'agile']",united states11,nan,
business analyst,senior workforce business analyst,associate,2,"['powerpoint', 'excel', 'microsoft', 'outlook', 'word']","minnetonka, mn",nan,
systems analyst,business systems analyst,associate,4,"['gdpr', 'microsoft azure', 'amazon web services', 'artificial intelligence', 'css', 'microsoft visio', 'html', 'cloud computing', 'microsoft']","pittsburgh, pa1",nan,
data scientist,data scientist iii,entry level,2,"['sas', 'sql']","seattle, wa6",nan,
business analyst,principal business analyst,associate,3,"['powerbi', 'sql', 'python']","austin, tx2",nan,
marketing analyst,marketing analyst,mid-senior level,5,"['agile', 'powerbi', 'sap', 'alteryx', 'machine learning', 'tableau', 'microsoft', 'excel']","chicago, il33",nan,
user experience researcher,senior user experience researcher,mid-senior level,6,['agile'],"united, wv",nan,
software engineer,"software engineer, frontend",mid-senior level,5,"['java', 'frontend', 'kotlin', 'ios', 'backend', 'swift', 'graphql']","miami, fl4",nan,
systems analyst,erp business systems analyst,associate,5,"['powerbi', 'agile']",united states2,nan,
data scientist,data scientist,mid-senior level,3,[],"topeka, ks2",nan,
software engineer,senior software engineer,associate,3,"['microsoft azure', 'amazon web services', 'go', 'cloud computing', 'microsoft', 'google cloud platform', 'ci-cd']","san jose, ca1",nan,
software developer,remote software developer,mid-senior level,4,['ibm'],"austin, texas metropolitan area3",nan,
developer,typescript developer,entry level,3,['javascript'],united states3,nan,
data engineer,data engineer,entry level,2,"['git', 'sql', 'saas', 'server', 'bigquery', 'tableau', 'no-sql']",united states,information technology & services,51-200 employees
software developer,software developer,entry level,2,"['coding', 'programming', 'git', 'agile']","denver, co1",nan,
software engineer,senior software engineer,associate,5,"['postgresql', 'git', 'backend', 'frontend', 'node.js', 'go', 'saas', 'docker', 'mongodb']",united states,nan,
data analyst,data analyst,mid-senior level,5,"['looker', 'php', 'apache airflow', 'sql', 'perl', 'tableau', 'python']","san francisco, ca156",nan,
business analyst,financial business analyst,associate,3,"['sql', 'excel']","dulles, va",staffing & recruiting,"501-1,000 employees"
software engineer,"lead software engineer, data applications",mid-senior level,9,"['powerbi', 'looker', 'microsoft azure', 'agile', 'amazon web services', 'powerbi', 'sql', 'spark', 'snowflake', 'qlik', 'programming', 'cloud computing', 'bigquery', 'amazon redshift', 'python', 'ruby', 'etl']","san mateo, ca1",nan,
system engineer,system engineer with security clearance,entry level,3,"['linux', 'machine learning']","herndon, va1",nan,
software developer,entry level software developer,entry level,0,"['sql', 'programming']","new york, ny185",nan,
software engineer,software engineer leader,associate,4,"['microsoft', 'jira software', 'ibm']","des moines, ia",nan,
developer,developer/programmer,entry level,2,"['powershell', 'bitbucket', 'git', 'amazon web services', 'javascript', 'server', 'cloud computing', 'docker', 'python']","minneapolis, mn4",nan,
software engineer,platform software engineer,mid-senior level,8,"['microsoft azure', 'amazon web services', 'cloud computing', 'coding', 'google cloud platform']","austin, tx5",nan,
software engineer,software engineer,entry level,2,"['amazon web services', 'go', 'javascript', 'graphql', 'ios', 'server', 'docker', 'postgresql']","san francisco, ca95",nan,
quality assurance analyst,quality assurance analyst 2,entry level,1,"['powershell', 'microsoft azure', 'agile', 'oracle', 'amazon web services', 'go', 'linux', 'cloud computing', 'database']",united states39,nan,
data engineer,data engineer,mid-senior level,3,"['amazon web services', 'sql', 'hadoop', 'bash', 'bigquery', 'spark', 'cloud computing', 'snowflake', 'python', 'amazon redshift', 'etl']",united states65,nan,
product analyst,senior product analyst,associate,4,"['sql', 'python', 'r', 'tableau']","columbus, oh2",nan,
software engineer,senior software engineer,mid-senior level,7,"['c++', 'coding', 'ios', 'machine learning', 'devops', 'python']",united states,mental health care,11-50 employees
data engineer,data engineer,mid-senior level,8,"['mysql', 'scala', 'amazon web services', 'sql', 'spark', 'docker', 'google cloud platform', 'python', 'ci-cd', 'postgresql']","washington, dc5",nan,
software engineer,software engineer in test,mid-senior level,5,"['selenium', 'ios']","irvine, ca6",nan,
product manager,technical product manager,entry level,3,['go'],"san francisco, ca",nan,
data engineer,lead data engineer,mid-senior level,6,"['amazon web services', 'go', 'saas', 'coding', 'python', 'etl']","seattle, wa",nan,
